Time point	Population	Annotation	Well
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Baso	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Neutrophil	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Ccr7_DC	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Neutrophil	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Lymphoid	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Neutrophil	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	pDC	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	pDC	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Lymphoid	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Neutrophil	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Lymphoid	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Neutrophil	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Ccr7_DC	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Baso	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Baso	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Baso	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Monocyte	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Baso	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	Ccr7_DC	0
2.0	LSK	undiff	0
2.0	LSK	Mast	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
2.0	LSK	undiff	0
